common_name	pathway	main_function	main_function_two	pval	padj	log2err	ES	NES	size	leadingEdge	DoseComparison	Cluster
Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1	REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1	Other	None	0.102296450939457	0.193226629552308	0.20207170902116	0.964912280701754	1.28840970350404	1	TFDP1	2Gy_vs_0Gy	3
YAP1- and WWTR1 (TAZ)-stimulated gene expression	REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION	Gene Expression(Transcription)	None	0.711700844390832	0.872324902723735	0.0380842053196415	0.39622641509434	0.836725670645934	5	TEAD2, RUNX2, TEAD1, TEAD4, TEAD3	2Gy_vs_0Gy	3
Zygotic genome activation (ZGA)	REACTOME_ZYGOTIC_GENOME_ACTIVATION_ZGA	Other	None	0.898661567877629	0.912074427099683	0.048505983646947	-0.56140350877193	-0.742301026529796	1	TEAD4	2Gy_vs_0Gy	3
Activation of anterior HOX genes in hindbrain development during early embryogenesis	REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS	Other	None	0.259060402684564	0.721575342465753	0.0934449219410994	0.649695005289576	1.17109622996921	3	HOXA1	6Gy_vs_0Gy	0
Activation of IRF3, IRF7 mediated by TBK1, IKKε (IKBKE)	REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_IKBKE	Other	None	0.578846153846154	0.721575342465753	0.0696133438850965	-0.726256983240223	-0.956559956900218	1	IRF3	6Gy_vs_0Gy	0
Adaptive Immune System	REACTOME_ADAPTIVE_IMMUNE_SYSTEM	Other	None	0.690384615384615	0.766158536585366	0.0610363728309177	-0.659217877094972	-0.868262114724813	1	NFATC2	6Gy_vs_0Gy	0
Adipogenesis	REACTOME_ADIPOGENESIS	Other	None	0.202334630350195	0.721575342465753	0.195789002148949	-0.638418079096045	-1.24266506293226	3	EBF1, EBF2, KLF5	6Gy_vs_0Gy	0
Antiviral mechanism by IFN-stimulated genes	REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	Cytokine Signalling Immune System	None	0.578846153846154	0.721575342465753	0.0696133438850965	-0.726256983240223	-0.956559956900218	1	IRF3	6Gy_vs_0Gy	0
Beta-catenin independent WNT signaling	REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING	Signal Transduction	None	0.16804979253112	0.721575342465753	0.154190966581424	0.921787709497207	1.21931172223076	1	LEF1	6Gy_vs_0Gy	0
Binding of TCF/LEF:CTNNB1 to target gene promoters	REACTOME_BINDING_OF_TCF_LEF_CTNNB1_TO_TARGET_GENE_PROMOTERS	Signal Transduction	None	0.16804979253112	0.721575342465753	0.154190966581424	0.921787709497207	1.21931172223076	1	LEF1	6Gy_vs_0Gy	0
Ca2+ pathway	REACTOME_CA2_PATHWAY	Signal Transduction	None	0.16804979253112	0.721575342465753	0.154190966581424	0.921787709497207	1.21931172223076	1	LEF1	6Gy_vs_0Gy	0
Calcineurin activates NFAT	REACTOME_CALCINEURIN_ACTIVATES_NFAT	Adaptive Immune System	None	0.690384615384615	0.766158536585366	0.0610363728309177	-0.659217877094972	-0.868262114724813	1	NFATC2	6Gy_vs_0Gy	0
Cardiogenesis	REACTOME_CARDIOGENESIS	Other	None	0.16804979253112	0.721575342465753	0.154190966581424	0.921787709497207	1.21931172223076	1	LEF1	6Gy_vs_0Gy	0
Cellular responses to stimuli	REACTOME_CELLULAR_RESPONSES_TO_STIMULI	Other	None	0.128859060402685	0.721575342465753	0.140406238523342	0.720855153255626	1.29936469490831	3	ETS1, PGR	6Gy_vs_0Gy	0
Cellular response to chemical stress	REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	Cellular Response to Stress	None	0.192307692307692	0.721575342465753	0.137250779610133	-0.916201117318436	-1.2067371763972	1	NFE2L2	6Gy_vs_0Gy	0
Cellular Senescence	REACTOME_CELLULAR_SENESCENCE	Cellular Response to Stress	None	0.392116182572614	0.721575342465753	0.0946646223153342	0.810055865921788	1.07151636196036	1	ETS1	6Gy_vs_0Gy	0
Circadian clock	REACTOME_CIRCADIAN_CLOCK	Other	None	0.661538461538462	0.766158536585366	0.0630790410571939	-0.675977653631285	-0.890336575268664	1	NFIL3	6Gy_vs_0Gy	0
CLEC7A (Dectin-1) induces NFAT activation	REACTOME_CLEC7A_DECTIN_1_INDUCES_NFAT_ACTIVATION	Innate Immune System	None	0.690384615384615	0.766158536585366	0.0610363728309177	-0.659217877094972	-0.868262114724813	1	NFATC2	6Gy_vs_0Gy	0
CLEC7A (Dectin-1) signaling	REACTOME_CLEC7A_DECTIN_1_SIGNALING	Innate Immune System	None	0.690384615384615	0.766158536585366	0.0610363728309177	-0.659217877094972	-0.868262114724813	1	NFATC2	6Gy_vs_0Gy	0
Cytokine Signaling in Immune system	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	Other	None	0.758360302049622	0.806698401904114	0.0297064584935533	0.337248920407274	0.812148763350907	8	STAT6, STAT4	6Gy_vs_0Gy	0
Cytoprotection by HMOX1	REACTOME_CYTOPROTECTION_BY_HMOX1	Cellular Response to Stress	None	0.192307692307692	0.721575342465753	0.137250779610133	-0.916201117318436	-1.2067371763972	1	NFE2L2	6Gy_vs_0Gy	0
Cytosolic sensors of pathogen-associated DNA 	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Other	None	0.293663060278207	0.721575342465753	0.0943563635421779	0.709891744907906	1.12839466471642	2	STAT6	6Gy_vs_0Gy	0
C-type lectin receptors (CLRs)	REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS	Innate Immune System	None	0.690384615384615	0.766158536585366	0.0610363728309177	-0.659217877094972	-0.868262114724813	1	NFATC2	6Gy_vs_0Gy	0
DDX58/IFIH1-mediated induction of interferon-alpha/beta	REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	Innate Immune System	None	0.578846153846154	0.721575342465753	0.0696133438850965	-0.726256983240223	-0.956559956900218	1	IRF3	6Gy_vs_0Gy	0
Deactivation of the beta-catenin transactivating complex	REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX	Signal Transduction	None	0.16804979253112	0.721575342465753	0.154190966581424	0.921787709497207	1.21931172223076	1	LEF1	6Gy_vs_0Gy	0
Degradation of beta-catenin by the destruction complex	REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX	Signal Transduction	None	0.16804979253112	0.721575342465753	0.154190966581424	0.921787709497207	1.21931172223076	1	LEF1	6Gy_vs_0Gy	0
Developmental Biology	REACTOME_DEVELOPMENTAL_BIOLOGY	Other	None	0.993890020366599	0.993890020366599	0.0073016717358798	0.164872392276586	0.469914652073981	18	HOXA1, LEF1	6Gy_vs_0Gy	0
Diseases of signal transduction by growth factor receptors and second messengers	REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS	Other	None	0.865546218487395	0.895053475935829	0.0683110858318647	-0.455056179775281	-0.744385358046363	2	NF1, IRF4	6Gy_vs_0Gy	0
Downstream signaling events of B Cell Receptor (BCR)	REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	Adaptive Immune System	None	0.690384615384615	0.766158536585366	0.0610363728309177	-0.659217877094972	-0.868262114724813	1	NFATC2	6Gy_vs_0Gy	0
Downstream signal transduction	REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	Signal Transduction	None	0.134854771784232	0.721575342465753	0.173747838999571	0.93854748603352	1.24148102627131	1	STAT6	6Gy_vs_0Gy	0
EGR2 and SOX10-mediated initiation of Schwann cell myelination	REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION	Other	None	0.588461538461538	0.723648648648649	0.0687943095604775	-0.720670391061452	-0.949201803385601	1	TEAD1	6Gy_vs_0Gy	0
ESR-mediated signaling	REACTOME_ESR_MEDIATED_SIGNALING	Signal Transduction	None	0.118773946360153	0.721575342465753	0.142901149386948	0.67276936026936	1.33026603067891	4	PGR, MYB, USF1	6Gy_vs_0Gy	0
Estrogen-dependent gene expression	REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	Signal Transduction	None	0.118773946360153	0.721575342465753	0.142901149386948	0.67276936026936	1.33026603067891	4	PGR, MYB, USF1	6Gy_vs_0Gy	0
Evasion by RSV of host interferon responses	REACTOME_EVASION_BY_RSV_OF_HOST_INTERFERON_RESPONSES	Other	None	0.578846153846154	0.721575342465753	0.0696133438850965	-0.726256983240223	-0.956559956900218	1	IRF3	6Gy_vs_0Gy	0
Factors involved in megakaryocyte development and platelet production	REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	Other	None	0.860402684563758	0.894818791946309	0.0341946045318573	0.408417260296405	0.736185302170045	3	MYB	6Gy_vs_0Gy	0
FCERI mediated Ca+2 mobilization	REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION	Innate Immune System	None	0.690384615384615	0.766158536585366	0.0610363728309177	-0.659217877094972	-0.868262114724813	1	NFATC2	6Gy_vs_0Gy	0
Fc epsilon receptor (FCERI) signaling	REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	Innate Immune System	None	0.690384615384615	0.766158536585366	0.0610363728309177	-0.659217877094972	-0.868262114724813	1	NFATC2	6Gy_vs_0Gy	0
Formation of axial mesoderm	REACTOME_FORMATION_OF_AXIAL_MESODERM	Differentiation	None	0.370469798657718	0.721575342465753	0.0739901439101341	0.592968732130195	1.06884529053411	3	LEF1	6Gy_vs_0Gy	0
Formation of paraxial mesoderm	REACTOME_FORMATION_OF_PARAXIAL_MESODERM	Differentiation	None	0.16804979253112	0.721575342465753	0.154190966581424	0.921787709497207	1.21931172223076	1	LEF1	6Gy_vs_0Gy	0
Formation of the anterior neural plate	REACTOME_FORMATION_OF_THE_ANTERIOR_NEURAL_PLATE	Differentiation	None	0.276923076923077	0.721575342465753	0.11146266692298	-0.88268156424581	-1.1625882553095	1	SOX1	6Gy_vs_0Gy	0
Formation of the beta-catenin:TCF transactivating complex	REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX	Signal Transduction	None	0.449768160741886	0.721575342465753	0.0713052987340038	0.640449438202247	1.01801399195281	2	LEF1, TCF4	6Gy_vs_0Gy	0
Formation of the posterior neural plate	REACTOME_FORMATION_OF_THE_POSTERIOR_NEURAL_PLATE	Differentiation	None	0.276923076923077	0.721575342465753	0.11146266692298	-0.88268156424581	-1.1625882553095	1	SOX1	6Gy_vs_0Gy	0
Gastrulation	REACTOME_GASTRULATION	Other	None	0.385071090047393	0.721575342465753	0.0658311958368866	0.499964726631393	1.05747262450428	5	LEF1, MYB	6Gy_vs_0Gy	0
Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation	REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION	Cytokine Signalling Immune System	None	0.398340248962656	0.721575342465753	0.0937465422491719	0.804469273743017	1.06412659394684	1	STAT4	6Gy_vs_0Gy	0
Germ layer formation at gastrulation	REACTOME_GERM_LAYER_FORMATION_AT_GASTRULATION	Differentiation	None	0.16804979253112	0.721575342465753	0.154190966581424	0.921787709497207	1.21931172223076	1	LEF1	6Gy_vs_0Gy	0
Heme signaling	REACTOME_HEME_SIGNALING	Cellular Response to Stress	None	0.192307692307692	0.721575342465753	0.137250779610133	-0.916201117318436	-1.2067371763972	1	NFE2L2	6Gy_vs_0Gy	0
Hemostasis	REACTOME_HEMOSTASIS	Other	None	0.860402684563758	0.894818791946309	0.0341946045318573	0.408417260296405	0.736185302170045	3	MYB	6Gy_vs_0Gy	0
HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand	REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND	Cellular Response to Stress	None	0.475103734439834	0.721575342465753	0.0838361057159929	0.770949720670391	1.01978798586572	1	PGR	6Gy_vs_0Gy	0
Infectious disease	REACTOME_INFECTIOUS_DISEASE	Other	None	0.0813158262125269	0.721575342465753	0.287805130535564	-0.734463276836158	-1.42961467416985	3	NFE2L2, RUNX1, IRF3	6Gy_vs_0Gy	0
Innate Immune System	REACTOME_INNATE_IMMUNE_SYSTEM	Other	None	0.496644295302013	0.721575342465753	0.0596037042575973	0.539276594889117	0.972063479083995	3	STAT6	6Gy_vs_0Gy	0
Interferon alpha/beta signaling	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	Cytokine Signalling Immune System	None	0.310126582278481	0.721575342465753	0.20207170902116	-0.462857142857143	-1.11377921114454	5	IRF2, IRF1, IRF8, IRF3, IRF4	6Gy_vs_0Gy	0
Interferon gamma signaling	REACTOME_INTERFERON_GAMMA_SIGNALING	Cytokine Signalling Immune System	None	0.310126582278481	0.721575342465753	0.20207170902116	-0.462857142857143	-1.11377921114454	5	IRF2, IRF1, IRF8, IRF3, IRF4	6Gy_vs_0Gy	0
Interferon Signaling	REACTOME_INTERFERON_SIGNALING	Cytokine Signalling Immune System	None	0.310126582278481	0.721575342465753	0.20207170902116	-0.462857142857143	-1.11377921114454	5	IRF2, IRF1, IRF8, IRF3, IRF4	6Gy_vs_0Gy	0
Interleukin-12 family signaling	REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING	Cytokine Signalling Immune System	None	0.398340248962656	0.721575342465753	0.0937465422491719	0.804469273743017	1.06412659394684	1	STAT4	6Gy_vs_0Gy	0
Interleukin-12 signaling	REACTOME_INTERLEUKIN_12_SIGNALING	Cytokine Signalling Immune System	None	0.398340248962656	0.721575342465753	0.0937465422491719	0.804469273743017	1.06412659394684	1	STAT4	6Gy_vs_0Gy	0
Interleukin-20 family signaling	REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING	Cytokine Signalling Immune System	None	0.398340248962656	0.721575342465753	0.0937465422491719	0.804469273743017	1.06412659394684	1	STAT4	6Gy_vs_0Gy	0
Interleukin-21 signaling	REACTOME_INTERLEUKIN_21_SIGNALING	Cytokine Signalling Immune System	None	0.398340248962656	0.721575342465753	0.0937465422491719	0.804469273743017	1.06412659394684	1	STAT4	6Gy_vs_0Gy	0
Interleukin-23 signaling	REACTOME_INTERLEUKIN_23_SIGNALING	Cytokine Signalling Immune System	None	0.398340248962656	0.721575342465753	0.0937465422491719	0.804469273743017	1.06412659394684	1	STAT4	6Gy_vs_0Gy	0
Interleukin-2 family signaling	REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING	Cytokine Signalling Immune System	None	0.398340248962656	0.721575342465753	0.0937465422491719	0.804469273743017	1.06412659394684	1	STAT4	6Gy_vs_0Gy	0
Interleukin-35 Signalling	REACTOME_INTERLEUKIN_35_SIGNALLING	Cytokine Signalling Immune System	None	0.398340248962656	0.721575342465753	0.0937465422491719	0.804469273743017	1.06412659394684	1	STAT4	6Gy_vs_0Gy	0
Interleukin-4 and Interleukin-13 signaling	REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	Cytokine Signalling Immune System	None	0.473825503355705	0.721575342465753	0.0618406035753285	0.556900726392252	1.00383154531779	3	STAT6	6Gy_vs_0Gy	0
IRF3 mediated activation of type 1 IFN	REACTOME_IRF3_MEDIATED_ACTIVATION_OF_TYPE_1_IFN	Innate Immune System	None	0.578846153846154	0.721575342465753	0.0696133438850965	-0.726256983240223	-0.956559956900218	1	IRF3	6Gy_vs_0Gy	0
IRF3-mediated induction of type I IFN	REACTOME_IRF3_MEDIATED_INDUCTION_OF_TYPE_I_IFN	Innate Immune System	None	0.578846153846154	0.721575342465753	0.0696133438850965	-0.726256983240223	-0.956559956900218	1	IRF3	6Gy_vs_0Gy	0
ISG15 antiviral mechanism	REACTOME_ISG15_ANTIVIRAL_MECHANISM	Cytokine Signalling Immune System	None	0.578846153846154	0.721575342465753	0.0696133438850965	-0.726256983240223	-0.956559956900218	1	IRF3	6Gy_vs_0Gy	0
KEAP1-NFE2L2 pathway	REACTOME_KEAP1_NFE2L2_PATHWAY	Cellular Response to Stress	None	0.192307692307692	0.721575342465753	0.137250779610133	-0.916201117318436	-1.2067371763972	1	NFE2L2	6Gy_vs_0Gy	0
Kidney development	REACTOME_KIDNEY_DEVELOPMENT	Other	None	0.357692307692308	0.721575342465753	0.0956031492204301	-0.843575418994413	-1.11108118070718	1	WT1	6Gy_vs_0Gy	0
LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production	REACTOME_LRR_FLII_INTERACTING_PROTEIN_1_LRRFIP1_ACTIVATES_TYPE_I_IFN_PRODUCTION	Innate Immune System	None	0.578846153846154	0.721575342465753	0.0696133438850965	-0.726256983240223	-0.956559956900218	1	IRF3	6Gy_vs_0Gy	0
MAPK family signaling cascades	REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	Signal Transduction	None	0.423076923076923	0.721575342465753	0.0860347242455604	-0.815642458100559	-1.07429041313409	1	NF1	6Gy_vs_0Gy	0
Maternal to zygotic transition (MZT)	REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT	Other	None	0.444230769230769	0.721575342465753	0.0833634065110386	-0.798882681564246	-1.05221595259024	1	TEAD4	6Gy_vs_0Gy	0
MITF-M-dependent gene expression	REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION	Other	None	0.490421455938697	0.721575342465753	0.0578529757032509	0.494318181818182	0.977414734458792	4	LEF1, USF1, IRF4, MITF	6Gy_vs_0Gy	0
MITF-M-regulated melanocyte development	REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT	Other	None	0.490421455938697	0.721575342465753	0.0578529757032509	0.494318181818182	0.977414734458792	4	LEF1, USF1, IRF4, MITF	6Gy_vs_0Gy	0
MyD88-independent TLR4 cascade 	REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE	Other	None	0.578846153846154	0.721575342465753	0.0696133438850965	-0.726256983240223	-0.956559956900218	1	IRF3	6Gy_vs_0Gy	0
Myogenesis	REACTOME_MYOGENESIS	Other	None	0.757261410788382	0.806698401904114	0.0602484086158019	0.636871508379888	0.842433553541249	1	TCF4	6Gy_vs_0Gy	0
Neddylation	REACTOME_NEDDYLATION	Metabolism of Proteins	None	0.192307692307692	0.721575342465753	0.137250779610133	-0.916201117318436	-1.2067371763972	1	NFE2L2	6Gy_vs_0Gy	0
Negative regulators of DDX58/IFIH1 signaling	REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING	Innate Immune System	None	0.578846153846154	0.721575342465753	0.0696133438850965	-0.726256983240223	-0.956559956900218	1	IRF3	6Gy_vs_0Gy	0
Nephron development	REACTOME_NEPHRON_DEVELOPMENT	Other	None	0.357692307692308	0.721575342465753	0.0956031492204301	-0.843575418994413	-1.11108118070718	1	WT1	6Gy_vs_0Gy	0
Nervous system development	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	Other	None	0.588461538461538	0.723648648648649	0.0687943095604775	-0.720670391061452	-0.949201803385601	1	TEAD1	6Gy_vs_0Gy	0
NFE2L2 regulates pentose phosphate pathway genes	REACTOME_NFE2L2_REGULATES_PENTOSE_PHOSPHATE_PATHWAY_GENES	Cellular Response to Stress	None	0.192307692307692	0.721575342465753	0.137250779610133	-0.916201117318436	-1.2067371763972	1	NFE2L2	6Gy_vs_0Gy	0
NFE2L2 regulating anti-oxidant/detoxification enzymes	REACTOME_NFE2L2_REGULATING_ANTI_OXIDANT_DETOXIFICATION_ENZYMES	Cellular Response to Stress	None	0.192307692307692	0.721575342465753	0.137250779610133	-0.916201117318436	-1.2067371763972	1	NFE2L2	6Gy_vs_0Gy	0
NFE2L2 regulating ER-stress associated genes	REACTOME_NFE2L2_REGULATING_ER_STRESS_ASSOCIATED_GENES	Cellular Response to Stress	None	0.192307692307692	0.721575342465753	0.137250779610133	-0.916201117318436	-1.2067371763972	1	NFE2L2	6Gy_vs_0Gy	0
NFE2L2 regulating inflammation associated genes	REACTOME_NFE2L2_REGULATING_INFLAMMATION_ASSOCIATED_GENES	Cellular Response to Stress	None	0.192307692307692	0.721575342465753	0.137250779610133	-0.916201117318436	-1.2067371763972	1	NFE2L2	6Gy_vs_0Gy	0
NFE2L2 regulating MDR associated enzymes	REACTOME_NFE2L2_REGULATING_MDR_ASSOCIATED_ENZYMES	Cellular Response to Stress	None	0.192307692307692	0.721575342465753	0.137250779610133	-0.916201117318436	-1.2067371763972	1	NFE2L2	6Gy_vs_0Gy	0
NFE2L2 regulating tumorigenic genes	REACTOME_NFE2L2_REGULATING_TUMORIGENIC_GENES	Cellular Response to Stress	None	0.192307692307692	0.721575342465753	0.137250779610133	-0.916201117318436	-1.2067371763972	1	NFE2L2	6Gy_vs_0Gy	0
Nuclear events mediated by NFE2L2	REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2	Cellular Response to Stress	None	0.192307692307692	0.721575342465753	0.137250779610133	-0.916201117318436	-1.2067371763972	1	NFE2L2	6Gy_vs_0Gy	0
Nuclear events stimulated by ALK signaling in cancer	REACTOME_NUCLEAR_EVENTS_STIMULATED_BY_ALK_SIGNALING_IN_CANCER	Other	None	0.925311203319502	0.946104713506457	0.0509082865515105	0.547486033519553	0.724197265324934	1	IRF4	6Gy_vs_0Gy	0
Nuclear Receptor transcription pathway	REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	Gene Expression(Transcription)	None	0.475103734439834	0.721575342465753	0.0838361057159929	0.770949720670391	1.01978798586572	1	PGR	6Gy_vs_0Gy	0
Nuclear signaling by ERBB4	REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	Signal Transduction	None	0.475103734439834	0.721575342465753	0.0838361057159929	0.770949720670391	1.01978798586572	1	PGR	6Gy_vs_0Gy	0
Olfactory Signaling Pathway	REACTOME_OLFACTORY_SIGNALING_PATHWAY	Other	None	0.642307692307692	0.766158536585366	0.0645031249656493	-0.687150837988827	-0.905052882297898	1	EBF1	6Gy_vs_0Gy	0
Oncogene Induced Senescence	REACTOME_ONCOGENE_INDUCED_SENESCENCE	Cellular Response to Stress	None	0.392116182572614	0.721575342465753	0.0946646223153342	0.810055865921788	1.07151636196036	1	ETS1	6Gy_vs_0Gy	0
Oncogenic MAPK signaling	REACTOME_ONCOGENIC_MAPK_SIGNALING	Other	None	0.423076923076923	0.721575342465753	0.0860347242455604	-0.815642458100559	-1.07429041313409	1	NF1	6Gy_vs_0Gy	0
Organic cation/anion/zwitterion transport	REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT	Other	None	0.332692307692308	0.721575342465753	0.0999276973731092	-0.860335195530726	-1.13315564125103	1	RUNX1	6Gy_vs_0Gy	0
Organic cation transport	REACTOME_ORGANIC_CATION_TRANSPORT	Other	None	0.332692307692308	0.721575342465753	0.0999276973731092	-0.860335195530726	-1.13315564125103	1	RUNX1	6Gy_vs_0Gy	0
Post-translational protein modification	REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	Metabolism of Proteins	None	0.65389527458493	0.766158536585366	0.0445961615888961	0.440588315588316	0.871174735880533	4	PGR, HIC1, MITF	6Gy_vs_0Gy	0
Potential therapeutics for SARS	REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS	Other	None	0.192307692307692	0.721575342465753	0.137250779610133	-0.916201117318436	-1.2067371763972	1	NFE2L2	6Gy_vs_0Gy	0
Pre-NOTCH Expression and Processing	REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	Signal Transduction	None	0.332692307692308	0.721575342465753	0.0999276973731092	-0.860335195530726	-1.13315564125103	1	RUNX1	6Gy_vs_0Gy	0
Programmed Cell Death	REACTOME_PROGRAMMED_CELL_DEATH	Other	None	0.162464985994398	0.721575342465753	0.184706471207739	-0.780898876404494	-1.27740203417833	2	IRF2, IRF1	6Gy_vs_0Gy	0
Pyroptosis	REACTOME_PYROPTOSIS	Other	None	0.162464985994398	0.721575342465753	0.184706471207739	-0.780898876404494	-1.27740203417833	2	IRF2, IRF1	6Gy_vs_0Gy	0
RAS signaling downstream of NF1 loss-of-function variants	REACTOME_RAS_SIGNALING_DOWNSTREAM_OF_NF1_LOSS_OF_FUNCTION_VARIANTS	Other	None	0.423076923076923	0.721575342465753	0.0860347242455604	-0.815642458100559	-1.07429041313409	1	NF1	6Gy_vs_0Gy	0
